model,model_type,pair_id,category,phenomenon,good_sentence,bad_sentence,good_score,bad_score,score_difference,correct,time_taken
roberta-base,mlm,130,island_effects,adjunct_island,Who is the hat hurting while distracting Charles?,Who is the hat hurting Charles while distracting?,-105.05852687358856,-93.25967565178871,-11.79885122179985,False,0.06756138801574707
roberta-base,mlm,131,island_effects,adjunct_island,Who had Brian discovered after stunning Eric?,Who had Brian discovered Eric after stunning?,-149.8857479095459,-136.98776149749756,-12.89798641204834,False,0.03955984115600586
roberta-base,mlm,132,island_effects,adjunct_island,What has Kevin broken without breaking every carriage?,What has Kevin broken every carriage without breaking?,-96.17329812049866,-98.3662645816803,2.1929664611816406,True,0.06749320030212402
roberta-base,mlm,133,island_effects,adjunct_island,What was Connie descending without bringing ladders?,What was Connie descending ladders without bringing?,-96.12736392021179,-100.74051749706268,4.613153576850891,True,0.06737685203552246
roberta-base,mlm,134,island_effects,adjunct_island,What does Brad descend without finding some hills?,What does Brad descend some hills without finding?,-102.98117208480835,-93.5211386680603,-9.460033416748047,False,0.06689596176147461
roberta-base,mlm,135,island_effects,adjunct_island,Who had Rachel concealed without disgusting Mark?,Who had Rachel concealed Mark without disgusting?,-141.02059364318848,-140.6284008026123,-0.3921928405761719,False,0.03951907157897949
roberta-base,mlm,136,island_effects,adjunct_island,What is Jessica driving to after noticing Spain?,What is Jessica driving to Spain after noticing?,-104.9079852104187,-90.57991386950016,-14.328071340918541,False,0.06743907928466797
roberta-base,mlm,137,island_effects,adjunct_island,Who has Margaret criticized while thinking about Lawrence?,Who has Margaret criticized Lawrence while thinking about?,-104.08982443809509,-93.22967600822449,-10.860148429870605,False,0.06718897819519043
roberta-base,mlm,138,island_effects,adjunct_island,Who had some face bothered while confusing Sarah?,Who had some face bothered Sarah while confusing?,-113.6936674118042,-109.43356084823608,-4.260106563568115,False,0.06716609001159668
roberta-base,mlm,139,island_effects,adjunct_island,Who had Regina cured while talking about every dancer?,Who had Regina cured every dancer while talking about?,-122.52936744689941,-116.04780650138855,-6.481560945510864,False,0.06954407691955566
roberta-base,mlm,140,island_effects,adjunct_island,What could Ellen climb up without climbing down stairs?,What could Ellen climb up stairs without climbing down?,-93.83025801181793,-75.20615150034428,-18.624106511473656,False,0.07015800476074219
roberta-base,mlm,141,island_effects,adjunct_island,Who had Margaret talked to while insulting Carol?,Who had Margaret talked to Carol while insulting?,-99.46633553504944,-98.04358780384064,-1.4227477312088013,False,0.06837606430053711
roberta-base,mlm,142,island_effects,adjunct_island,What has Kayla looked like while bringing a lot of photographs?,What has Kayla looked like a lot of photographs while bringing?,-107.7700590651948,-114.57225954160094,6.802200476406142,True,0.08702206611633301
roberta-base,mlm,143,island_effects,adjunct_island,Who was Kendra scaring after insulting Tammy?,Who was Kendra scaring Tammy after insulting?,-109.54840815067291,-103.97055488824844,-5.577853262424469,False,0.06918907165527344
roberta-base,mlm,144,island_effects,adjunct_island,Who will Lissa sound like before irritating Sonia?,Who will Lissa sound like Sonia before irritating?,-120.59713506698608,-109.51136699691415,-11.085768070071936,False,0.06858086585998535
roberta-base,mlm,145,island_effects,adjunct_island,Who had Pamela bored after discovering Homer?,Who had Pamela bored Homer after discovering?,-134.14385414123535,-125.95169734954834,-8.192156791687012,False,0.04063224792480469
roberta-base,mlm,146,island_effects,adjunct_island,What was Scott dropping by before running around a hill?,What was Scott dropping by a hill before running around?,-98.70402574539185,-111.89370584487915,13.189680099487305,True,0.0765538215637207
roberta-base,mlm,147,island_effects,adjunct_island,Who can Becky love before upsetting those adults?,Who can Becky love those adults before upsetting?,-116.62830305099487,-115.16074895858765,-1.4675540924072266,False,0.06943798065185547
roberta-base,mlm,148,island_effects,adjunct_island,What is Sara wearing without buying those blouses?,What is Sara wearing those blouses without buying?,-98.77964183688164,-81.60993639752269,-17.16970543935895,False,0.06939291954040527
roberta-base,mlm,149,island_effects,adjunct_island,Who will guys describe before scaring Elizabeth?,Who will guys describe Elizabeth before scaring?,-117.21802306175232,-123.17314577102661,5.955122709274292,True,0.06726694107055664
roberta-base,mlm,150,island_effects,adjunct_island,Who was Carrie annoying after discovering Florence?,Who was Carrie annoying Florence after discovering?,-128.3320951461792,-121.70435237884521,-6.627742767333984,False,0.03951883316040039
roberta-base,mlm,151,island_effects,adjunct_island,What will Adam tour without criticizing this college campus?,What will Adam tour this college campus without criticizing?,-103.24955701828003,-91.53687128424644,-11.712685734033585,False,0.06931924819946289
roberta-base,mlm,152,island_effects,adjunct_island,Who did Steve observe while irritating Ella?,Who did Steve observe Ella while irritating?,-107.10437417030334,-103.23425805568695,-3.870116114616394,False,0.0668020248413086
roberta-base,mlm,153,island_effects,adjunct_island,What were the Clintons climbing up after noticing most hills?,What were the Clintons climbing up most hills after noticing?,-114.99239505454898,-101.78985794633627,-13.20253710821271,False,0.0768728256225586
roberta-base,mlm,154,island_effects,adjunct_island,What has James broken before cleaning those couches?,What has James broken those couches before cleaning?,-110.11035574227571,-109.89766819775105,-0.21268754452466965,False,0.06902194023132324
roberta-base,mlm,155,island_effects,adjunct_island,Who can Bradley appreciate after concealing the Clintons?,Who can Bradley appreciate the Clintons after concealing?,-107.03941797465086,-109.75192517414689,2.712507199496031,True,0.06930708885192871
roberta-base,mlm,156,island_effects,adjunct_island,Who has the cashier fired without disturbing Bruce?,Who has the cashier fired Bruce without disturbing?,-104.71858283132315,-113.06028079614043,8.341697964817286,True,0.06920504570007324
roberta-base,mlm,157,island_effects,adjunct_island,What has Heather skated around after going to that mountain?,What has Heather skated around that mountain after going to?,-105.0507220029831,-100.20891904830933,-4.841802954673767,False,0.08041596412658691
roberta-base,mlm,158,island_effects,adjunct_island,Who have these turtles astounded without impressing Naomi?,Who have these turtles astounded Naomi without impressing?,-110.15117168426514,-106.78562211990356,-3.3655495643615723,False,0.07643699645996094
roberta-base,mlm,159,island_effects,adjunct_island,Who was Keith working with after arguing about Heather?,Who was Keith working with Heather after arguing about?,-106.93960332870483,-95.07491511106491,-11.864688217639923,False,0.06987190246582031
roberta-base,mlm,160,island_effects,adjunct_island,What was Gerald breaking after buying these carriages?,What was Gerald breaking these carriages after buying?,-105.4602599143982,-103.55598449707031,-1.9042754173278809,False,0.06903290748596191
roberta-base,mlm,161,island_effects,adjunct_island,What had Jerry worn before selling some hats?,What had Jerry worn some hats before selling?,-96.75423622131348,-96.23499238491058,-0.5192438364028931,False,0.06832599639892578
roberta-base,mlm,162,island_effects,adjunct_island,What will these girls drop by while exploring every grocery store?,What will these girls drop by every grocery store while exploring?,-91.79667204618454,-85.18367077084258,-6.613001275341958,False,0.08143496513366699
roberta-base,mlm,163,island_effects,adjunct_island,What had Monet skated around while talking about some hill?,What had Monet skated around some hill while talking about?,-107.93576806783676,-108.50841975212097,0.5726516842842102,True,0.08832597732543945
roberta-base,mlm,164,island_effects,adjunct_island,Who is Jacqueline finding after hugging Meredith?,Who is Jacqueline finding Meredith after hugging?,-109.5406233817339,-99.3289466383867,-10.211676743347198,False,0.0695028305053711
roberta-base,mlm,165,island_effects,adjunct_island,What should Dan bike to before returning to some closets?,What should Dan bike to some closets before returning to?,-114.25429481267929,-109.56405073404312,-4.690244078636169,False,0.08003878593444824
roberta-base,mlm,166,island_effects,adjunct_island,What can Pamela go to while biking to many grocery stores?,What can Pamela go to many grocery stores while biking to?,-102.25503281131387,-95.72026298753917,-6.534769823774695,False,0.0805351734161377
roberta-base,mlm,167,island_effects,adjunct_island,What has this girl sounded like after bringing these lakes?,What has this girl sounded like these lakes after bringing?,-110.26242113113403,-120.54929006099701,10.286868929862976,True,0.07798004150390625
roberta-base,mlm,168,island_effects,adjunct_island,What has Carlos broken while revealing most skateboards?,What has Carlos broken most skateboards while revealing?,-127.83667659759521,-103.40973066911101,-24.4269459284842,False,0.06901311874389648
roberta-base,mlm,169,island_effects,adjunct_island,Who will Barbara bother before discovering Susan?,Who will Barbara bother Susan before discovering?,-138.07881927490234,-130.5675368309021,-7.511282444000244,False,0.039732933044433594
roberta-base,mlm,170,island_effects,adjunct_island,Who had Monica hugged while helping many waitresses?,Who had Monica hugged many waitresses while helping?,-109.80639111995697,-109.91989403963089,0.11350291967391968,True,0.07034063339233398
roberta-base,mlm,171,island_effects,adjunct_island,What had Cynthia messed up after taking some couch?,What had Cynthia messed up some couch after taking?,-104.87195439264178,-122.85384038090706,17.981885988265276,True,0.0693521499633789
roberta-base,mlm,172,island_effects,adjunct_island,What was Ellen messing up without embarrassing this library?,What was Ellen messing up this library without embarrassing?,-117.25493144989014,-113.04700243473053,-4.207929015159607,False,0.06896734237670898
roberta-base,mlm,173,island_effects,adjunct_island,Who is every painting hurting while embarrassing Marcus?,Who is every painting hurting Marcus while embarrassing?,-112.81019353866577,-118.20648860931396,5.396295070648193,True,0.06686997413635254
roberta-base,mlm,174,island_effects,adjunct_island,Who is Jesus insulting without concealing Barbara?,Who is Jesus insulting Barbara without concealing?,-107.53462405700702,-99.10809890483506,-8.426525152171962,False,0.06663012504577637
roberta-base,mlm,175,island_effects,adjunct_island,What does Paul research while touring Harvard University?,What does Paul research Harvard University while touring?,-99.44775748252869,-88.0153277516365,-11.432429730892181,False,0.06653213500976562
roberta-base,mlm,176,island_effects,adjunct_island,What had many doctors sold before fixing some cups?,What had many doctors sold some cups before fixing?,-122.45376682281494,-121.80801677703857,-0.6457500457763672,False,0.06849503517150879
roberta-base,mlm,177,island_effects,adjunct_island,Who was Theodore scaring while watching Samuel?,Who was Theodore scaring Samuel while watching?,-91.99792575836182,-89.70971655845642,-2.2882091999053955,False,0.06720995903015137
roberta-base,mlm,178,island_effects,adjunct_island,What did Rodney clean without lifting these windows?,What did Rodney clean these windows without lifting?,-114.56284523010254,-97.16540229320526,-17.397442936897278,False,0.06832265853881836
roberta-base,mlm,179,island_effects,adjunct_island,Who had Amanda fired after investigating Aaron?,Who had Amanda fired Aaron after investigating?,-128.25882053375244,-131.11915493011475,2.8603343963623047,True,0.04083108901977539
roberta-base,mlm,180,island_effects,adjunct_island,What did Nina climb down before returning to every mountain?,What did Nina climb down every mountain before returning to?,-97.60460567474365,-96.73813676834106,-0.8664689064025879,False,0.07610774040222168
roberta-base,mlm,181,island_effects,adjunct_island,Who had Timothy talked about without concealing these people?,Who had Timothy talked about these people without concealing?,-103.32726902002469,-110.62671672273427,7.299447702709585,True,0.07762908935546875
roberta-base,mlm,182,island_effects,adjunct_island,Who is that teacher boasting about while disgusting Teresa?,Who is that teacher boasting about Teresa while disgusting?,-113.20366740226746,-106.8156558200717,-6.388011582195759,False,0.06962203979492188
roberta-base,mlm,183,island_effects,adjunct_island,Who is Mitchell healing before bothering Judy?,Who is Mitchell healing Judy before bothering?,-142.65292930603027,-129.7631254196167,-12.889803886413574,False,0.03973674774169922
roberta-base,mlm,184,island_effects,adjunct_island,Who had an association bored after praising a lot of doctors?,Who had an association bored a lot of doctors after praising?,-108.69580104702618,-105.67258213809691,-3.023218908929266,False,0.08110904693603516
roberta-base,mlm,185,island_effects,adjunct_island,What had Tiffany looked like before concealing those drawings?,What had Tiffany looked like those drawings before concealing?,-102.19179019331932,-102.5905367732048,0.3987465798854828,True,0.07669878005981445
roberta-base,mlm,186,island_effects,adjunct_island,Who had Andrea appreciated before questioning Tina?,Who had Andrea appreciated Tina before questioning?,-138.59167432785034,-130.06019496917725,-8.531479358673096,False,0.04010295867919922
roberta-base,mlm,187,island_effects,adjunct_island,Who is the rug worrying while worrying Dawn?,Who is the rug worrying Dawn while worrying?,-107.49617457389832,-101.98165464401245,-5.514519929885864,False,0.0694122314453125
roberta-base,mlm,188,island_effects,adjunct_island,What has Charles biked to before researching all malls?,What has Charles biked to all malls before researching?,-125.4660439491272,-104.40420109033585,-21.06184285879135,False,0.07629609107971191
roberta-base,mlm,189,island_effects,adjunct_island,Who has Erin embarrassed without hurting Martha?,Who has Erin embarrassed Martha without hurting?,-139.821795463562,-130.09919834136963,-9.722597122192383,False,0.03977394104003906
roberta-base,mlm,190,island_effects,adjunct_island,Who might Judy conceal before confusing Erin?,Who might Judy conceal Erin before confusing?,-149.32884979248047,-139.8695249557495,-9.459324836730957,False,0.04089808464050293
roberta-base,mlm,191,island_effects,adjunct_island,What has Noah toured after passing every high school?,What has Noah toured every high school after passing?,-100.57320874556899,-87.9328908380121,-12.640317907556891,False,0.07132697105407715
roberta-base,mlm,192,island_effects,adjunct_island,Who had Laura talked about before hurting Renee?,Who had Laura talked about Renee before hurting?,-99.55845808982849,-107.93208336830139,8.3736252784729,True,0.07023262977600098
roberta-base,mlm,193,island_effects,adjunct_island,Who did Brenda discuss without shocking this teenager?,Who did Brenda discuss this teenager without shocking?,-110.60562181472778,-112.04885721206665,1.4432353973388672,True,0.06912398338317871
roberta-base,mlm,194,island_effects,adjunct_island,What was Bill researching while arguing about stories?,What was Bill researching stories while arguing about?,-99.96364569664001,-93.93984127044678,-6.023804426193237,False,0.06787610054016113
roberta-base,mlm,195,island_effects,adjunct_island,Who is Karla hugging while concealing Angela?,Who is Karla hugging Angela while concealing?,-107.80547349294648,-98.4224166534841,-9.38305683946237,False,0.06915092468261719
roberta-base,mlm,196,island_effects,adjunct_island,Who can Jessica respect while hurting Frank?,Who can Jessica respect Frank while hurting?,-134.83196353912354,-131.27174186706543,-3.5602216720581055,False,0.03985905647277832
roberta-base,mlm,197,island_effects,adjunct_island,What should Theresa sell while revealing a lot of cars?,What should Theresa sell a lot of cars while revealing?,-111.24881501519121,-98.79729890392628,-12.451516111264937,False,0.07815408706665039
roberta-base,mlm,198,island_effects,adjunct_island,What will Stacy fix without fixing the bike?,What will Stacy fix the bike without fixing?,-83.66709053516388,-84.53024697303772,0.8631564378738403,True,0.0673060417175293
roberta-base,mlm,199,island_effects,adjunct_island,Who were the boys approaching while concealing Curtis?,Who were the boys approaching Curtis while concealing?,-100.8927514674142,-88.75615403801203,-12.136597429402173,False,0.069091796875
roberta-base,mlm,200,island_effects,adjunct_island,What have women lifted before noticing all turtles?,What have women lifted all turtles before noticing?,-115.69556403160095,-110.20366430282593,-5.491899728775024,False,0.06779980659484863
roberta-base,mlm,201,island_effects,adjunct_island,Who were those eggplants astounding before stunning Linda?,Who were those eggplants astounding Linda before stunning?,-119.83602250367403,-127.79684183001518,7.960819326341152,True,0.07691693305969238
roberta-base,mlm,202,island_effects,adjunct_island,Who was this essay disagreeing with without embarrassing Carlos?,Who was this essay disagreeing with Carlos without embarrassing?,-112.51112258434296,-117.80491221509874,5.293789630755782,True,0.07590293884277344
roberta-base,mlm,203,island_effects,adjunct_island,Who could Danielle find without upsetting Timothy?,Who could Danielle find Timothy without upsetting?,-137.34021139144897,-130.69222450256348,-6.647986888885498,False,0.04057025909423828
roberta-base,mlm,204,island_effects,adjunct_island,Who could some gloves worry while disturbing John?,Who could some gloves worry John while disturbing?,-114.63352870941162,-114.4932861328125,-0.1402425765991211,False,0.0672612190246582
roberta-base,mlm,205,island_effects,adjunct_island,Who are most teachers approaching before visiting this senator?,Who are most teachers approaching this senator before visiting?,-106.1633038520813,-100.26178407669067,-5.901519775390625,False,0.06921815872192383
roberta-base,mlm,206,island_effects,adjunct_island,Who would some actor reference while investigating Wayne?,Who would some actor reference Wayne while investigating?,-112.86901569366455,-98.01880121231079,-14.85021448135376,False,0.06709504127502441
roberta-base,mlm,207,island_effects,adjunct_island,What had Claire climbed up before climbing down these steps?,What had Claire climbed up these steps before climbing down?,-86.55699691176414,-83.66471891105175,-2.8922780007123947,False,0.07742619514465332
roberta-base,mlm,208,island_effects,adjunct_island,What was Candice exiting while boycotting a lot of cafes?,What was Candice exiting a lot of cafes while boycotting?,-110.19927294044646,-100.7876274160808,-9.411645524365667,False,0.08707404136657715
roberta-base,mlm,209,island_effects,adjunct_island,Who does Benjamin disgust while worrying Diana?,Who does Benjamin disgust Diana while worrying?,-136.16768646240234,-128.52020072937012,-7.647485733032227,False,0.03963208198547363
roberta-base,mlm,210,island_effects,adjunct_island,What has Diane researched after disgusting those hospitals?,What has Diane researched those hospitals after disgusting?,-132.18596267700195,-115.9798092842102,-16.206153392791748,False,0.0680990219116211
roberta-base,mlm,211,island_effects,adjunct_island,What have a lot of drivers fixed after discovering most couches?,What have a lot of drivers fixed most couches after discovering?,-103.1277904950548,-101.07277355180122,-2.0550169432535768,False,0.08728599548339844
roberta-base,mlm,212,island_effects,adjunct_island,Who will Kevin like while fleeing from Larry?,Who will Kevin like Larry while fleeing from?,-105.20954138040543,-107.68372631072998,2.4741849303245544,True,0.06845712661743164
roberta-base,mlm,213,island_effects,adjunct_island,What is Gerald biking to while alarming every hospital?,What is Gerald biking to every hospital while alarming?,-123.51321601867676,-112.35004323720932,-11.163172781467438,False,0.06881475448608398
roberta-base,mlm,214,island_effects,adjunct_island,Who has the library praised while appreciating Andrew?,Who has the library praised Andrew while appreciating?,-97.1511334242532,-104.02113514393568,6.870001719682477,True,0.06880831718444824
roberta-base,mlm,215,island_effects,adjunct_island,What should Stacey reveal while cleaning most boxes?,What should Stacey reveal most boxes while cleaning?,-109.80150604248047,-123.74552822113037,13.944022178649902,True,0.06890225410461426
roberta-base,mlm,216,island_effects,adjunct_island,Who could some waiter observe while concealing the Impressionists?,Who could some waiter observe the Impressionists while concealing?,-126.98578133620322,-117.73299247026443,-9.252788865938783,False,0.0882570743560791
roberta-base,mlm,217,island_effects,adjunct_island,Who would dancers respect after questioning Heidi?,Who would dancers respect Heidi after questioning?,-128.11537170410156,-131.943341255188,3.827969551086426,True,0.041062116622924805
roberta-base,mlm,218,island_effects,adjunct_island,Who can Danielle find without embarrassing Brian?,Who can Danielle find Brian without embarrassing?,-134.1121597290039,-115.87520837783813,-18.23695135116577,False,0.039987802505493164
roberta-base,mlm,219,island_effects,adjunct_island,Who could Colleen return to while distracting Rachel?,Who could Colleen return to Rachel while distracting?,-111.06557458639145,-110.39666512608528,-0.6689094603061676,False,0.07161808013916016
roberta-base,mlm,220,island_effects,adjunct_island,What should many teachers tour before cleaning the river?,What should many teachers tour the river before cleaning?,-120.1175285205245,-115.12672351207584,-4.99080500844866,False,0.0696110725402832
roberta-base,mlm,221,island_effects,adjunct_island,Who would the Lutherans watch without annoying these actors?,Who would the Lutherans watch these actors without annoying?,-109.85169465467334,-116.00845004990697,6.156755395233631,True,0.07619690895080566
roberta-base,mlm,222,island_effects,adjunct_island,Who had Travis found without talking about Ellen?,Who had Travis found Ellen without talking about?,-112.82856941223145,-100.23844146728516,-12.590127944946289,False,0.06793332099914551
roberta-base,mlm,223,island_effects,adjunct_island,What has Melissa lifted after healing that bird?,What has Melissa lifted that bird after healing?,-106.38231372833252,-102.69417381286621,-3.6881399154663086,False,0.06760907173156738
roberta-base,mlm,224,island_effects,adjunct_island,Who can a cashier insult after watching Rose?,Who can a cashier insult Rose after watching?,-111.11970487236977,-107.89113834337331,-3.2285665289964527,False,0.07086610794067383
roberta-base,mlm,225,island_effects,adjunct_island,What had many people walked through while disturbing all hospitals?,What had many people walked through all hospitals while disturbing?,-113.3513571023941,-105.41040468215942,-7.94095242023468,False,0.0767982006072998
roberta-base,mlm,226,island_effects,adjunct_island,Who could Erin approach while irritating Renee?,Who could Erin approach Renee while irritating?,-110.31040215492249,-96.66594791412354,-13.64445424079895,False,0.06750798225402832
roberta-base,mlm,227,island_effects,adjunct_island,Who should current events upset without irritating Cheryl?,Who should current events upset Cheryl without irritating?,-116.79209041595459,-97.7004623413086,-19.091628074645996,False,0.06806802749633789
roberta-base,mlm,228,island_effects,adjunct_island,Who is Renee observing while finding some driver?,Who is Renee observing some driver while finding?,-117.11836099624634,-120.85082507133484,3.732464075088501,True,0.06967020034790039
roberta-base,mlm,229,island_effects,adjunct_island,Who did Emily leave without curing Alan?,Who did Emily leave Alan without curing?,-120.59732437133789,-125.91691398620605,5.319589614868164,True,0.039704084396362305
roberta-base,mlm,230,island_effects,adjunct_island,Who is Brenda impressing before kissing this waiter?,Who is Brenda impressing this waiter before kissing?,-110.29112243652344,-107.31778198480606,-2.9733404517173767,False,0.06939411163330078
roberta-base,mlm,231,island_effects,adjunct_island,What had Bethany cleaned while escaping from the art galleries?,What had Bethany cleaned the art galleries while escaping from?,-98.7269903793931,-100.97762838564813,2.2506380062550306,True,0.08155584335327148
roberta-base,mlm,232,island_effects,adjunct_island,Who had that rice bored before annoying Samuel?,Who had that rice bored Samuel before annoying?,-120.90722751617432,-115.35889840126038,-5.54832911491394,False,0.06830620765686035
roberta-base,mlm,233,island_effects,adjunct_island,Who is Brian disgusting without admiring the Borgias?,Who is Brian disgusting the Borgias without admiring?,-108.00486061465926,-109.40599584579468,1.401135231135413,True,0.07742691040039062
roberta-base,mlm,234,island_effects,adjunct_island,What was Theodore wearing before thinking about all socks?,What was Theodore wearing all socks before thinking about?,-102.70834112167358,-91.56590175628662,-11.142439365386963,False,0.06888413429260254
roberta-base,mlm,235,island_effects,adjunct_island,What had the senator climbed up after exiting this hill?,What had the senator climbed up this hill after exiting?,-99.53756392002106,-89.90377566218376,-9.633788257837296,False,0.07607507705688477
roberta-base,mlm,236,island_effects,adjunct_island,Who was Sheila hugging without attacking Heather?,Who was Sheila hugging Heather without attacking?,-126.25500965118408,-127.14999198913574,0.8949823379516602,True,0.04085111618041992
roberta-base,mlm,237,island_effects,adjunct_island,Who should that sketch confuse before astounding Kendra?,Who should that sketch confuse Kendra before astounding?,-130.8391387462616,-129.6618947982788,-1.177243947982788,False,0.0695040225982666
roberta-base,mlm,238,island_effects,adjunct_island,Who does Dennis criticize while aggravating Kristin?,Who does Dennis criticize Kristin while aggravating?,-103.38091896669357,-107.8016540594399,4.420735092746327,True,0.06988692283630371
roberta-base,mlm,239,island_effects,adjunct_island,Who has Samantha talked to while hurting all girls?,Who has Samantha talked to all girls while hurting?,-108.27129364013672,-95.9600069373846,-12.311286702752113,False,0.07017302513122559
roberta-base,mlm,240,island_effects,adjunct_island,Who had Dawn observed after hiring the Borgias?,Who had Dawn observed the Borgias after hiring?,-106.44556596875191,-115.49439239501953,9.048826426267624,True,0.0692589282989502
roberta-base,mlm,241,island_effects,adjunct_island,Who did Mitchell scare after arguing about Amanda?,Who did Mitchell scare Amanda after arguing about?,-103.83178997039795,-100.65417766571045,-3.1776123046875,False,0.06720185279846191
roberta-base,mlm,242,island_effects,adjunct_island,Who was this window astounding while scaring Jessica?,Who was this window astounding Jessica while scaring?,-110.49995625019073,-108.06267547607422,-2.437280774116516,False,0.06872868537902832
roberta-base,mlm,243,island_effects,adjunct_island,What have the waitresses biked to without lifting this hospital?,What have the waitresses biked to this hospital without lifting?,-118.6668666601181,-96.23901198804379,-22.427854672074318,False,0.08743500709533691
roberta-base,mlm,244,island_effects,adjunct_island,What is Marie breaking while concealing convertibles?,What is Marie breaking convertibles while concealing?,-113.2196647915116,-116.18530271947384,2.9656379279622342,True,0.0700831413269043
roberta-base,mlm,245,island_effects,adjunct_island,Who had Raymond questioned without boasting about Sara?,Who had Raymond questioned Sara without boasting about?,-106.197320997715,-104.71072244644165,-1.486598551273346,False,0.06957530975341797
roberta-base,mlm,246,island_effects,adjunct_island,Who does some lamp confuse before worrying Carlos?,Who does some lamp confuse Carlos before worrying?,-136.92879104614258,-122.27508354187012,-14.653707504272461,False,0.06828022003173828
roberta-base,mlm,247,island_effects,adjunct_island,Who had Frank aggravated without appreciating Joel?,Who had Frank aggravated Joel without appreciating?,-110.39618334244005,-112.3886266052723,1.9924432628322393,True,0.06754302978515625
roberta-base,mlm,248,island_effects,adjunct_island,What is Mitchell passing after describing some art galleries?,What is Mitchell passing some art galleries after describing?,-100.24766540527344,-99.47907039523125,-0.7685950100421906,False,0.06874394416809082
roberta-base,mlm,249,island_effects,adjunct_island,What had Derek dropped by without annoying Spain?,What had Derek dropped by Spain without annoying?,-109.69150841236115,-103.61137437820435,-6.080134034156799,False,0.06693673133850098
roberta-base,mlm,250,island_effects,adjunct_island,Who is Amy criticizing before aggravating George?,Who is Amy criticizing George before aggravating?,-106.61882835184224,-105.38732385635376,-1.2315044954884797,False,0.0668799877166748
roberta-base,mlm,251,island_effects,adjunct_island,Who could Marie think about before referencing James?,Who could Marie think about James before referencing?,-101.3986531496048,-101.48449450731277,0.0858413577079773,True,0.0666050910949707
roberta-base,mlm,252,island_effects,adjunct_island,Who will Rebecca watch while leaving Wendy?,Who will Rebecca watch Wendy while leaving?,-115.2443118095398,-119.93747043609619,4.6931586265563965,True,0.0393071174621582
roberta-base,mlm,253,island_effects,adjunct_island,What are these cashiers running around before talking about those grocery stores?,What are these cashiers running around those grocery stores before talking about?,-100.19730098498985,-89.81770329363644,-10.37959769135341,False,0.09687399864196777
roberta-base,mlm,254,island_effects,adjunct_island,Who does every teenager argue about while scaring Timothy?,Who does every teenager argue about Timothy while scaring?,-110.57184863090515,-121.21548557281494,10.64363694190979,True,0.07741999626159668
roberta-base,mlm,255,island_effects,adjunct_island,What had Jerry exited without exiting most libraries?,What had Jerry exited most libraries without exiting?,-101.60856008529663,-97.21195650100708,-4.396603584289551,False,0.06740212440490723
roberta-base,mlm,256,island_effects,adjunct_island,Who would Brenda respect before alarming Ellen?,Who would Brenda respect Ellen before alarming?,-134.23055744171143,-135.88657569885254,1.6560182571411133,True,0.03978085517883301
roberta-base,mlm,257,island_effects,adjunct_island,Who would Adam listen to without stunning Patrick?,Who would Adam listen to Patrick without stunning?,-108.46204030513763,-100.12489770795219,-8.337142597185448,False,0.06788992881774902
roberta-base,mlm,258,island_effects,adjunct_island,Who have some hospitals talked to while distracting Jerry?,Who have some hospitals talked to Jerry while distracting?,-108.14075529575348,-109.09516081213951,0.9544055163860321,True,0.07020330429077148
roberta-base,mlm,259,island_effects,adjunct_island,Who might the children help after questioning Ronald?,Who might the children help Ronald after questioning?,-98.7143280506134,-94.71185897290707,-4.002469077706337,False,0.06891798973083496
roberta-base,mlm,260,island_effects,adjunct_island,Who did that cup worry before annoying every doctor?,Who did that cup worry every doctor before annoying?,-108.39898347854614,-115.17202711105347,6.773043632507324,True,0.06930994987487793
roberta-base,mlm,261,island_effects,adjunct_island,What might Nancy scan while boasting about those plays?,What might Nancy scan those plays while boasting about?,-117.29240870475769,-116.47053647041321,-0.8218722343444824,False,0.06883001327514648
roberta-base,mlm,262,island_effects,adjunct_island,Who could the museums dislike without aggravating Amelia?,Who could the museums dislike Amelia without aggravating?,-119.10870932191028,-112.15648782253265,-6.952221499377629,False,0.06861495971679688
roberta-base,mlm,263,island_effects,adjunct_island,Who would Andrea care for while discovering those guys?,Who would Andrea care for those guys while discovering?,-107.94860649108887,-100.58002585172653,-7.368580639362335,False,0.06843018531799316
roberta-base,mlm,264,island_effects,adjunct_island,What was that teacher embarrassing without disgusting every school?,What was that teacher embarrassing every school without disgusting?,-112.31388330459595,-107.57257080078125,-4.741312503814697,False,0.0682520866394043
roberta-base,mlm,265,island_effects,adjunct_island,Who had Colleen appreciated while distracting Janice?,Who had Colleen appreciated Janice while distracting?,-111.10734957456589,-112.71186956763268,1.6045199930667877,True,0.06870293617248535
roberta-base,mlm,266,island_effects,adjunct_island,Who will some guy remember while disgusting Tonya?,Who will some guy remember Tonya while disgusting?,-117.1146821975708,-113.40518188476562,-3.709500312805176,False,0.07052087783813477
roberta-base,mlm,267,island_effects,adjunct_island,What could Cheryl reveal without cleaning a lot of muffins?,What could Cheryl reveal a lot of muffins without cleaning?,-125.5208053982351,-116.82184582180344,-8.698959576431662,False,0.08065271377563477
roberta-base,mlm,268,island_effects,adjunct_island,Who had many commentaries upset without aggravating Lori?,Who had many commentaries upset Lori without aggravating?,-126.52271252754144,-118.61526465415955,-7.907447873381898,False,0.07626485824584961
roberta-base,mlm,269,island_effects,adjunct_island,What are some students breaking while fixing some carriage?,What are some students breaking some carriage while fixing?,-105.40706264972687,-100.02018618583679,-5.386876463890076,False,0.06878805160522461
