model,model_type,pair_id,category,phenomenon,good_sentence,bad_sentence,good_score,bad_score,score_difference,correct
bert-base-uncased,mlm,640,island_effects,adjunct_island,Who is Denise noticing without appreciating Suzanne?,Who is Denise noticing Suzanne without appreciating?,-78.32975947856903,-75.49983894824982,-2.829920530319214,False
bert-base-uncased,mlm,641,island_effects,adjunct_island,What had that fish looked like after looking like those drawings?,What had that fish looked like those drawings after looking like?,-65.18146705627441,-78.07431888580322,12.892851829528809,True
bert-base-uncased,mlm,642,island_effects,adjunct_island,Who had Ella fled from while attacking Kirsten?,Who had Ella fled from Kirsten while attacking?,-73.5210952758789,-67.07240235805511,-6.4486929178237915,False
bert-base-uncased,mlm,643,island_effects,adjunct_island,What might some drivers buy before healing a lot of snakes?,What might some drivers buy a lot of snakes before healing?,-70.9067901968956,-64.478754658252,-6.428035538643599,False
bert-base-uncased,mlm,644,island_effects,adjunct_island,What is Chad ascending while admiring the steps?,What is Chad ascending the steps while admiring?,-55.38334321975708,-57.6645148396492,2.2811716198921204,True
bert-base-uncased,mlm,645,island_effects,adjunct_island,What had Caroline examined while concealing the documentaries?,What had Caroline examined the documentaries while concealing?,-64.18895688652992,-63.57356858253479,-0.6153883039951324,False
bert-base-uncased,mlm,646,island_effects,adjunct_island,What have a lot of drivers brought before admiring the dogs?,What have a lot of drivers brought the dogs before admiring?,-67.297089189291,-66.3978763744235,-0.8992128148674965,False
bert-base-uncased,mlm,647,island_effects,adjunct_island,What was Kayla taking after admiring the dress?,What was Kayla taking the dress after admiring?,-54.68827223777771,-56.21101266145706,1.5227404236793518,True
bert-base-uncased,mlm,648,island_effects,adjunct_island,Who could Allison shock while embarrassing Florence?,Who could Allison shock Florence while embarrassing?,-65.17557787895203,-71.04715633392334,5.8715784549713135,True
bert-base-uncased,mlm,649,island_effects,adjunct_island,Who had Mitchell shocked before revealing Ruth?,Who had Mitchell shocked Ruth before revealing?,-60.9394211769104,-55.34183192253113,-5.5975892543792725,False
bert-base-uncased,mlm,650,island_effects,adjunct_island,Who can Heather talk about while watching Lissa?,Who can Heather talk about Lissa while watching?,-57.96818649768829,-55.971020460128784,-1.9971660375595093,False
bert-base-uncased,mlm,651,island_effects,adjunct_island,What was Stacy dropping by while lifting many movie theaters?,What was Stacy dropping by many movie theaters while lifting?,-68.24986386299133,-69.35913121700287,1.1092673540115356,True
bert-base-uncased,mlm,652,island_effects,adjunct_island,Who will Raymond kiss after firing Craig?,Who will Raymond kiss Craig after firing?,-61.20523476600647,-55.846028327941895,-5.359206438064575,False
bert-base-uncased,mlm,653,island_effects,adjunct_island,Who have a lot of men attacked before referencing Patricia?,Who have a lot of men attacked Patricia before referencing?,-60.294472336769104,-61.422914296388626,1.128441959619522,True
bert-base-uncased,mlm,654,island_effects,adjunct_island,Who should Helen see before attacking Erin?,Who should Helen see Erin before attacking?,-58.638006925582886,-54.944719552993774,-3.6932873725891113,False
bert-base-uncased,mlm,655,island_effects,adjunct_island,Who is Stephanie curing before observing Elaine?,Who is Stephanie curing Elaine before observing?,-70.0317245721817,-65.77542412281036,-4.256300449371338,False
bert-base-uncased,mlm,656,island_effects,adjunct_island,Who was Valerie boring while boring Victoria?,Who was Valerie boring Victoria while boring?,-57.44471883773804,-62.055691957473755,4.610973119735718,True
bert-base-uncased,mlm,657,island_effects,adjunct_island,Who has Teresa referenced while insulting all dancers?,Who has Teresa referenced all dancers while insulting?,-76.16127490997314,-78.35070180892944,2.189426898956299,True
bert-base-uncased,mlm,658,island_effects,adjunct_island,What had Lissa skated around while scaring the hospitals?,What had Lissa skated around the hospitals while scaring?,-66.68269760347903,-68.93220824934542,2.249510645866394,True
bert-base-uncased,mlm,659,island_effects,adjunct_island,What did some dancer remember before insulting most plays?,What did some dancer remember most plays before insulting?,-73.17540836334229,-74.54553318023682,1.3701248168945312,True
bert-base-uncased,mlm,660,island_effects,adjunct_island,What had Andrew described while exploring that restaurant?,What had Andrew described that restaurant while exploring?,-63.31270885467529,-64.06293225288391,0.7502233982086182,True
bert-base-uncased,mlm,661,island_effects,adjunct_island,Who is Eric curing while approaching Larry?,Who is Eric curing Larry while approaching?,-68.50032806396484,-67.53192090988159,-0.968407154083252,False
bert-base-uncased,mlm,662,island_effects,adjunct_island,Who does Larry conceal after curing Kendra?,Who does Larry conceal Kendra after curing?,-61.74169218540192,-67.82270503044128,6.081012845039368,True
bert-base-uncased,mlm,663,island_effects,adjunct_island,Who is Tracy revealing after bothering Angela?,Who is Tracy revealing Angela after bothering?,-63.39663505554199,-65.84183073043823,2.4451956748962402,True
bert-base-uncased,mlm,664,island_effects,adjunct_island,What had a lot of doctors messed up while arriving at schools?,What had a lot of doctors messed up schools while arriving at?,-53.555232831742615,-62.48606773652136,8.930834904778749,True
bert-base-uncased,mlm,665,island_effects,adjunct_island,Who can Tiffany return to while talking to Martha?,Who can Tiffany return to Martha while talking to?,-52.299717754125595,-59.850552678108215,7.55083492398262,True
bert-base-uncased,mlm,666,island_effects,adjunct_island,What had Tamara gone to before lifting most malls?,What had Tamara gone to most malls before lifting?,-65.38487708568573,-52.68829071521759,-12.69658637046814,False
bert-base-uncased,mlm,667,island_effects,adjunct_island,Who was George admiring after leaving Noah?,Who was George admiring Noah after leaving?,-53.12990140914917,-54.20571708679199,1.0758156776428223,True
bert-base-uncased,mlm,668,island_effects,adjunct_island,Who might Jesus work with before discovering Robert?,Who might Jesus work with Robert before discovering?,-61.90781378746033,-52.231677532196045,-9.676136255264282,False
bert-base-uncased,mlm,669,island_effects,adjunct_island,Who was Patricia kissing while concealing Edward?,Who was Patricia kissing Edward while concealing?,-58.4806067943573,-57.61936855316162,-0.8612382411956787,False
bert-base-uncased,mlm,670,island_effects,adjunct_island,Who has Jessica boasted about while approaching Lucille?,Who has Jessica boasted about Lucille while approaching?,-72.07880306243896,-68.93025302886963,-3.148550033569336,False
bert-base-uncased,mlm,671,island_effects,adjunct_island,Who is Sonia concealing before annoying Katherine?,Who is Sonia concealing Katherine before annoying?,-66.43374013900757,-70.03310930728912,3.599369168281555,True
bert-base-uncased,mlm,672,island_effects,adjunct_island,What will Alan bring before discussing the river?,What will Alan bring the river before discussing?,-58.11950671672821,-56.11282968521118,-2.006677031517029,False
bert-base-uncased,mlm,673,island_effects,adjunct_island,Who does Tina reveal while noticing the boys?,Who does Tina reveal the boys while noticing?,-58.868629813194275,-62.6858571767807,3.817227363586426,True
bert-base-uncased,mlm,674,island_effects,adjunct_island,Who had some people concealed after observing Caroline?,Who had some people concealed Caroline after observing?,-65.58851528167725,-60.87806153297424,-4.710453748703003,False
bert-base-uncased,mlm,675,island_effects,adjunct_island,What did Anne break before taking unicycles?,What did Anne break unicycles before taking?,-71.52071106433868,-77.6559374332428,6.135226368904114,True
bert-base-uncased,mlm,676,island_effects,adjunct_island,Who might Karla dislike while noticing Jeffrey?,Who might Karla dislike Jeffrey while noticing?,-75.91054916381836,-73.4465913772583,-2.4639577865600586,False
bert-base-uncased,mlm,677,island_effects,adjunct_island,Who is Tanya impressing while hugging Brett?,Who is Tanya impressing Brett while hugging?,-61.44059181213379,-65.66350096464157,4.222909152507782,True
bert-base-uncased,mlm,678,island_effects,adjunct_island,What could Omar go to while finding this glacier?,What could Omar go to this glacier while finding?,-61.24563282728195,-59.21162736415863,-2.0340054631233215,False
bert-base-uncased,mlm,679,island_effects,adjunct_island,Who had Kristin cared for after escaping from these children?,Who had Kristin cared for these children after escaping from?,-61.6315062046051,-53.80553421378136,-7.825971990823746,False
bert-base-uncased,mlm,680,island_effects,adjunct_island,Who had Theodore described without astounding Russell?,Who had Theodore described Russell without astounding?,-77.95590496063232,-76.16575717926025,-1.7901477813720703,False
bert-base-uncased,mlm,681,island_effects,adjunct_island,Who had Vanessa talked to before investigating these teenagers?,Who had Vanessa talked to these teenagers before investigating?,-64.9453444480896,-51.398832976818085,-13.546511471271515,False
bert-base-uncased,mlm,682,island_effects,adjunct_island,Who had Curtis listened to while disturbing Jessica?,Who had Curtis listened to Jessica while disturbing?,-64.0762505531311,-65.80301690101624,1.7267663478851318,True
bert-base-uncased,mlm,683,island_effects,adjunct_island,What had Ronald sold without discovering the rugs?,What had Ronald sold the rugs without discovering?,-61.03233867883682,-58.94716739654541,-2.0851712822914124,False
bert-base-uncased,mlm,684,island_effects,adjunct_island,What is Samantha skated around without insulting that closet?,What is Samantha skated around that closet without insulting?,-72.93198156356812,-75.41990780830383,2.4879262447357178,True
bert-base-uncased,mlm,685,island_effects,adjunct_island,Who could these cars impress without disgusting Andrew?,Who could these cars impress Andrew without disgusting?,-71.08128714561462,-67.64249515533447,-3.4387919902801514,False
bert-base-uncased,mlm,686,island_effects,adjunct_island,Who have the teachers investigated before revealing Guy?,Who have the teachers investigated Guy before revealing?,-60.60951817035675,-60.38782298564911,-0.2216951847076416,False
bert-base-uncased,mlm,687,island_effects,adjunct_island,What had Frank messed up while distracting the museum?,What had Frank messed up the museum while distracting?,-51.595566384494305,-59.36027742922306,7.764711044728756,True
bert-base-uncased,mlm,688,island_effects,adjunct_island,What have most banks resembled before admiring that picture?,What have most banks resembled that picture before admiring?,-69.89514911174774,-74.96892404556274,5.073774933815002,True
bert-base-uncased,mlm,689,island_effects,adjunct_island,Who had Pamela healed without approaching Sabrina?,Who had Pamela healed Sabrina without approaching?,-56.57214054465294,-68.13435316085815,11.562212616205215,True
bert-base-uncased,mlm,690,island_effects,adjunct_island,Who had most boys escaped from without boring Bill?,Who had most boys escaped from Bill without boring?,-70.69740390777588,-71.298574924469,0.6011710166931152,True
bert-base-uncased,mlm,691,island_effects,adjunct_island,Who has Kristin distracted while boasting about Winston Churchill?,Who has Kristin distracted Winston Churchill while boasting about?,-74.11532520130277,-84.71649408340454,10.601168882101774,True
bert-base-uncased,mlm,692,island_effects,adjunct_island,Who was Connie praising after stunning a lady?,Who was Connie praising a lady after stunning?,-63.39204394817352,-67.68821501731873,4.296171069145203,True
bert-base-uncased,mlm,693,island_effects,adjunct_island,Who had Linda criticized without irritating Christina?,Who had Linda criticized Christina without irritating?,-68.30618858337402,-66.9072196483612,-1.3989689350128174,False
bert-base-uncased,mlm,694,island_effects,adjunct_island,Who could Sandra fire after listening to Gina?,Who could Sandra fire Gina after listening to?,-64.69679927825928,-64.3134708404541,-0.3833284378051758,False
bert-base-uncased,mlm,695,island_effects,adjunct_island,Who were these public parks scaring while upsetting most customers?,Who were these public parks scaring most customers while upsetting?,-78.99622890353203,-87.74455106258392,8.748322159051895,True
bert-base-uncased,mlm,696,island_effects,adjunct_island,What is Sonia discovering before hiding photographs?,What is Sonia discovering photographs before hiding?,-57.18086814880371,-52.663490295410156,-4.517377853393555,False
bert-base-uncased,mlm,697,island_effects,adjunct_island,Who had a lot of students questioned before praising Connie?,Who had a lot of students questioned Connie before praising?,-60.67167565599084,-64.86959153786302,4.197915881872177,True
bert-base-uncased,mlm,698,island_effects,adjunct_island,Who is Dennis healing after boasting about Lori?,Who is Dennis healing Lori after boasting about?,-68.12934347428381,-81.69051015377045,13.561166679486632,True
bert-base-uncased,mlm,699,island_effects,adjunct_island,Who can Amy conceal without questioning many waitresses?,Who can Amy conceal many waitresses without questioning?,-71.69654488563538,-64.23081403970718,-7.465730845928192,False
bert-base-uncased,mlm,700,island_effects,adjunct_island,Who was Brett worrying without firing Peter?,Who was Brett worrying Peter without firing?,-63.889291286468506,-64.8057029247284,0.9164116382598877,True
bert-base-uncased,mlm,701,island_effects,adjunct_island,What has Eric forgotten while praising every movie?,What has Eric forgotten every movie while praising?,-56.77694797515869,-65.53656578063965,8.759617805480957,True
bert-base-uncased,mlm,702,island_effects,adjunct_island,What does Lissa heal before taking all turtles?,What does Lissa heal all turtles before taking?,-61.61319017410278,-65.96524310112,4.352052927017212,True
bert-base-uncased,mlm,703,island_effects,adjunct_island,Who did Patricia praise without hurting the Borgias?,Who did Patricia praise the Borgias without hurting?,-63.560572028160095,-70.72837919741869,7.1678071692585945,True
bert-base-uncased,mlm,704,island_effects,adjunct_island,What will Sara exit before running around every school?,What will Sara exit every school before running around?,-68.60230350494385,-61.186150550842285,-7.4161529541015625,False
bert-base-uncased,mlm,705,island_effects,adjunct_island,Who has every fork annoyed while bothering Anne?,Who has every fork annoyed Anne while bothering?,-72.29280853271484,-71.0822262763977,-1.2105822563171387,False
bert-base-uncased,mlm,706,island_effects,adjunct_island,Who has Harvard University criticized before listening to the adults?,Who has Harvard University criticized the adults before listening to?,-70.44069468975067,-71.57393383979797,1.1332391500473022,True
bert-base-uncased,mlm,707,island_effects,adjunct_island,Who had Caroline bothered without complaining about Jerry?,Who had Caroline bothered Jerry without complaining about?,-58.219048380851746,-63.20634388923645,4.987295508384705,True
bert-base-uncased,mlm,708,island_effects,adjunct_island,Who will a lot of associations work with without insulting Suzanne?,Who will a lot of associations work with Suzanne without insulting?,-67.67687378823757,-70.38408663123846,2.707212843000889,True
bert-base-uncased,mlm,709,island_effects,adjunct_island,Who had Margaret investigated before describing Julia?,Who had Margaret investigated Julia before describing?,-53.08573508262634,-58.23102617263794,5.145291090011597,True
bert-base-uncased,mlm,710,island_effects,adjunct_island,What is Patrick selling without selling this vase?,What is Patrick selling this vase without selling?,-61.19738006591797,-57.473034381866455,-3.7243456840515137,False
bert-base-uncased,mlm,711,island_effects,adjunct_island,Who had Rebecca shocked while arguing about Lori?,Who had Rebecca shocked Lori while arguing about?,-65.23369121551514,-66.63213300704956,1.3984417915344238,True
bert-base-uncased,mlm,712,island_effects,adjunct_island,What has Janet biked to after fleeing from a library?,What has Janet biked to a library after fleeing from?,-72.8264365196228,-71.72586143016815,-1.1005750894546509,False
bert-base-uncased,mlm,713,island_effects,adjunct_island,Who are those guys kissing before bothering Candice?,Who are those guys kissing Candice before bothering?,-64.58059871196747,-59.38539910316467,-5.195199608802795,False
bert-base-uncased,mlm,714,island_effects,adjunct_island,What was Brad examining while concealing stories?,What was Brad examining stories while concealing?,-59.273944556713104,-59.312965631484985,0.039021074771881104,True
bert-base-uncased,mlm,715,island_effects,adjunct_island,Who is Patrick boasting about without complaining about Angela?,Who is Patrick boasting about Angela without complaining about?,-71.50395479798317,-68.97578410804272,-2.5281706899404526,False
bert-base-uncased,mlm,716,island_effects,adjunct_island,What has Bethany sold without messing up glasses?,What has Bethany sold glasses without messing up?,-67.21786165237427,-63.50245904922485,-3.715402603149414,False
bert-base-uncased,mlm,717,island_effects,adjunct_island,Who had Jeffrey criticized after concealing Angela?,Who had Jeffrey criticized Angela after concealing?,-66.4341792576015,-71.10100364685059,4.666824389249086,True
bert-base-uncased,mlm,718,island_effects,adjunct_island,Who had Natalie discussed before attacking Kenneth?,Who had Natalie discussed Kenneth before attacking?,-59.765193939208984,-61.6221284866333,1.8569345474243164,True
bert-base-uncased,mlm,719,island_effects,adjunct_island,Who is Claire firing without boasting about Irene?,Who is Claire firing Irene without boasting about?,-67.03669904917479,-73.53936687111855,6.50266782194376,True
bert-base-uncased,mlm,720,island_effects,adjunct_island,Who has Tracy left before praising Lori?,Who has Tracy left Lori before praising?,-57.40658760070801,-61.80175447463989,4.395166873931885,True
bert-base-uncased,mlm,721,island_effects,adjunct_island,Who would this man discover without describing a lot of waiters?,Who would this man discover a lot of waiters without describing?,-60.36202162504196,-60.39483727514744,0.03281565010547638,True
bert-base-uncased,mlm,722,island_effects,adjunct_island,Who has Laurie hired without distracting Sherry?,Who has Laurie hired Sherry without distracting?,-66.56519985198975,-63.67153716087341,-2.893662691116333,False
bert-base-uncased,mlm,723,island_effects,adjunct_island,Who was James watching before disturbing some waiter?,Who was James watching some waiter before disturbing?,-63.90184760093689,-67.40795183181763,3.5061042308807373,True
bert-base-uncased,mlm,724,island_effects,adjunct_island,What can Jennifer like without bringing some books?,What can Jennifer like some books without bringing?,-61.89718699455261,-60.09949493408203,-1.797692060470581,False
bert-base-uncased,mlm,725,island_effects,adjunct_island,What should Theodore explore while scaring some museums?,What should Theodore explore some museums while scaring?,-71.25661355257034,-77.02126026153564,5.7646467089653015,True
bert-base-uncased,mlm,726,island_effects,adjunct_island,What was Kristin dropping by while revealing libraries?,What was Kristin dropping by libraries while revealing?,-64.27726435661316,-68.5904905796051,4.313226222991943,True
bert-base-uncased,mlm,727,island_effects,adjunct_island,What had Cindy driven to after skated around every river?,What had Cindy driven to every river after skated around?,-77.64216649532318,-76.17317306995392,-1.4689934253692627,False
bert-base-uncased,mlm,728,island_effects,adjunct_island,Who would Phillip fire without referencing Patricia?,Who would Phillip fire Patricia without referencing?,-60.5480101108551,-65.59587717056274,5.047867059707642,True
bert-base-uncased,mlm,729,island_effects,adjunct_island,Who has Sara questioned before revealing the adult?,Who has Sara questioned the adult before revealing?,-56.11501479148865,-55.767699241638184,-0.34731554985046387,False
bert-base-uncased,mlm,730,island_effects,adjunct_island,What was Emily buying after lifting this sock?,What was Emily buying this sock after lifting?,-62.409884452819824,-67.45053243637085,5.040647983551025,True
bert-base-uncased,mlm,731,island_effects,adjunct_island,Who could rugs bother after shocking Natalie?,Who could rugs bother Natalie after shocking?,-66.97621393203735,-69.44888806343079,2.4726741313934326,True
bert-base-uncased,mlm,732,island_effects,adjunct_island,Who might Gregory respect without criticizing Travis?,Who might Gregory respect Travis without criticizing?,-63.36101746559143,-67.54127955436707,4.180262088775635,True
bert-base-uncased,mlm,733,island_effects,adjunct_island,Who might every guy like before attacking Pamela?,Who might every guy like Pamela before attacking?,-68.28655195236206,-67.07783031463623,-1.20872163772583,False
bert-base-uncased,mlm,734,island_effects,adjunct_island,Who is Diana healing before complaining about Connie?,Who is Diana healing Connie before complaining about?,-57.87988841533661,-68.4525750875473,10.572686672210693,True
bert-base-uncased,mlm,735,island_effects,adjunct_island,Who was every rug boring before confusing Rachel?,Who was every rug boring Rachel before confusing?,-63.96933603286743,-72.53069353103638,8.561357498168945,True
bert-base-uncased,mlm,736,island_effects,adjunct_island,Who is Clyde insulting while stunning Elaine?,Who is Clyde insulting Elaine while stunning?,-67.63764202594757,-70.27594232559204,2.63830029964447,True
bert-base-uncased,mlm,737,island_effects,adjunct_island,Who were some pedestrians fleeing from before curing Sally?,Who were some pedestrians fleeing from Sally before curing?,-76.74505352973938,-79.72886610031128,2.9838125705718994,True
bert-base-uncased,mlm,738,island_effects,adjunct_island,What will Eva dislike while skated around a lot of libraries?,What will Eva dislike a lot of libraries while skated around?,-77.2887264341116,-74.446473762393,-2.8422526717185974,False
bert-base-uncased,mlm,739,island_effects,adjunct_island,What would Andrew explore before thinking about some restaurant?,What would Andrew explore some restaurant before thinking about?,-62.47982358932495,-69.08242988586426,6.602606296539307,True
bert-base-uncased,mlm,740,island_effects,adjunct_island,Who had Denise sounded like after referencing most girls?,Who had Denise sounded like most girls after referencing?,-68.34483480453491,-66.32313299179077,-2.0217018127441406,False
bert-base-uncased,mlm,741,island_effects,adjunct_island,What has Meredith ascended while climbing up a lot of stairs?,What has Meredith ascended a lot of stairs while climbing up?,-62.333464816678315,-56.280597642064095,-6.052867174614221,False
bert-base-uncased,mlm,742,island_effects,adjunct_island,Who can all movies bother without shocking Regina?,Who can all movies bother Regina without shocking?,-70.39323377609253,-69.53748607635498,-0.8557476997375488,False
bert-base-uncased,mlm,743,island_effects,adjunct_island,Who was Tiffany praising without worrying Samuel?,Who was Tiffany praising Samuel without worrying?,-59.255624771118164,-50.44343650341034,-8.812188267707825,False
bert-base-uncased,mlm,744,island_effects,adjunct_island,Who had this company referenced before embarrassing Angela?,Who had this company referenced Angela before embarrassing?,-71.06133151054382,-67.8866515159607,-3.17467999458313,False
bert-base-uncased,mlm,745,island_effects,adjunct_island,Who have the associations stunned while embarrassing Bill?,Who have the associations stunned Bill while embarrassing?,-72.01447653770447,-73.66202926635742,1.647552728652954,True
bert-base-uncased,mlm,746,island_effects,adjunct_island,Who is Florence attacking while distracting Laura?,Who is Florence attacking Laura while distracting?,-61.013951778411865,-64.47715449333191,3.463202714920044,True
bert-base-uncased,mlm,747,island_effects,adjunct_island,What have those guests gone to without touring some movie theaters?,What have those guests gone to some movie theaters without touring?,-75.16149342060089,-65.34362649917603,-9.817866921424866,False
bert-base-uncased,mlm,748,island_effects,adjunct_island,What will Martin buy after lifting that spinach?,What will Martin buy that spinach after lifting?,-75.96619057655334,-72.42646431922913,-3.5397262573242188,False
bert-base-uncased,mlm,749,island_effects,adjunct_island,Who will Gerald help without alarming Allison?,Who will Gerald help Allison without alarming?,-56.93356788158417,-65.58876276016235,8.655194878578186,True
bert-base-uncased,mlm,750,island_effects,adjunct_island,Who was this screen aggravating before aggravating Leslie?,Who was this screen aggravating Leslie before aggravating?,-89.92134845256805,-93.3857352733612,3.464386820793152,True
bert-base-uncased,mlm,751,island_effects,adjunct_island,What had Ruth walked through without cleaning many college campuses?,What had Ruth walked through many college campuses without cleaning?,-73.5351185798645,-56.500359296798706,-17.034759283065796,False
bert-base-uncased,mlm,752,island_effects,adjunct_island,What has Grace skated around after criticizing that glacier?,What has Grace skated around that glacier after criticizing?,-71.15940498560667,-69.27456878870726,-1.884836196899414,False
bert-base-uncased,mlm,753,island_effects,adjunct_island,What had Travis arrived at after discussing many cafes?,What had Travis arrived at many cafes after discussing?,-72.19374465942383,-56.16015982627869,-16.03358483314514,False
bert-base-uncased,mlm,754,island_effects,adjunct_island,Who have most ladies insulted before describing Cheryl?,Who have most ladies insulted Cheryl before describing?,-64.14597773551941,-68.90866899490356,4.762691259384155,True
bert-base-uncased,mlm,755,island_effects,adjunct_island,What does Beth scan without discussing the newspaper article?,What does Beth scan the newspaper article without discussing?,-59.77401888370514,-63.62415039539337,3.8501315116882324,True
bert-base-uncased,mlm,756,island_effects,adjunct_island,What has Tracy biked to while lifting libraries?,What has Tracy biked to libraries while lifting?,-77.0500876903534,-66.71674871444702,-10.333338975906372,False
bert-base-uncased,mlm,757,island_effects,adjunct_island,What does Bethany exit while describing hills?,What does Bethany exit hills while describing?,-66.25660395622253,-66.76844000816345,0.511836051940918,True
bert-base-uncased,mlm,758,island_effects,adjunct_island,What had Rebecca cleaned after bringing this fork?,What had Rebecca cleaned this fork after bringing?,-60.526230573654175,-66.16028666496277,5.634056091308594,True
bert-base-uncased,mlm,759,island_effects,adjunct_island,What was Nicole discovering before finding this beef?,What was Nicole discovering this beef before finding?,-60.26258856058121,-69.57084608078003,9.308257520198822,True
bert-base-uncased,mlm,760,island_effects,adjunct_island,Who might Benjamin alarm before listening to Paul?,Who might Benjamin alarm Paul before listening to?,-60.63528907299042,-63.259169578552246,2.6238805055618286,True
bert-base-uncased,mlm,761,island_effects,adjunct_island,Who would Patricia confuse while noticing Judy?,Who would Patricia confuse Judy while noticing?,-61.25897169113159,-65.10432815551758,3.8453564643859863,True
bert-base-uncased,mlm,762,island_effects,adjunct_island,What had the cashiers healed after discovering many cats?,What had the cashiers healed many cats after discovering?,-65.88088029623032,-70.1262863278389,4.2454060316085815,True
bert-base-uncased,mlm,763,island_effects,adjunct_island,What can Jerry walk through while biking to those mountains?,What can Jerry walk through those mountains while biking to?,-63.908353209495544,-61.67183804512024,-2.236515164375305,False
bert-base-uncased,mlm,764,island_effects,adjunct_island,Who had those college campuses annoyed while irritating Denise?,Who had those college campuses annoyed Denise while irritating?,-71.40013241767883,-76.50754261016846,5.107410192489624,True
bert-base-uncased,mlm,765,island_effects,adjunct_island,What have the waitresses scanned before thinking about essays?,What have the waitresses scanned essays before thinking about?,-58.68115711212158,-68.36889207363129,9.687734961509705,True
bert-base-uncased,mlm,766,island_effects,adjunct_island,What had Sara healed before noticing some rabbits?,What had Sara healed some rabbits before noticing?,-66.4304518699646,-65.39586997032166,-1.0345818996429443,False
bert-base-uncased,mlm,767,island_effects,adjunct_island,What can that patient clean after leaving some high school?,What can that patient clean some high school after leaving?,-64.69834089279175,-65.59941720962524,0.9010763168334961,True
bert-base-uncased,mlm,768,island_effects,adjunct_island,Who is Dana shocking after thinking about many women?,Who is Dana shocking many women after thinking about?,-52.636526107788086,-60.747299551963806,8.11077344417572,True
bert-base-uncased,mlm,769,island_effects,adjunct_island,Who did most committees aggravate while distracting that doctor?,Who did most committees aggravate that doctor while distracting?,-80.04474258422852,-91.39148378372192,11.346741199493408,True
bert-base-uncased,mlm,770,island_effects,adjunct_island,What was Scott concealing without examining those plays?,What was Scott concealing those plays without examining?,-61.764490842819214,-68.48818746954203,6.723696626722813,True
bert-base-uncased,mlm,771,island_effects,adjunct_island,Who was a wheelbarrow disturbing after impressing Ann?,Who was a wheelbarrow disturbing Ann after impressing?,-86.71241438388824,-83.93974757194519,-2.772666811943054,False
bert-base-uncased,mlm,772,island_effects,adjunct_island,Who was Natalie disturbing before questioning a teenager?,Who was Natalie disturbing a teenager before questioning?,-58.42016866803169,-56.984084367752075,-1.4360843002796173,False
bert-base-uncased,mlm,773,island_effects,adjunct_island,What has Martha resembled before thinking about some photograph?,What has Martha resembled some photograph before thinking about?,-69.10846138000488,-71.37020826339722,2.261746883392334,True
bert-base-uncased,mlm,774,island_effects,adjunct_island,Who might Jacqueline care for after upsetting Craig?,Who might Jacqueline care for Craig after upsetting?,-75.5968370437622,-75.24113321304321,-0.35570383071899414,False
bert-base-uncased,mlm,775,island_effects,adjunct_island,Who was Steve concealing after astounding a man?,Who was Steve concealing a man after astounding?,-71.63576132059097,-74.1335688456893,2.497807525098324,True
bert-base-uncased,mlm,776,island_effects,adjunct_island,What had Marie bought without noticing some cake?,What had Marie bought some cake without noticing?,-61.73969316482544,-55.74403643608093,-5.995656728744507,False
bert-base-uncased,mlm,777,island_effects,adjunct_island,Who was Gregory discovering without appreciating Becca?,Who was Gregory discovering Becca without appreciating?,-78.76295208930969,-77.37743854522705,-1.3855135440826416,False
bert-base-uncased,mlm,778,island_effects,adjunct_island,Who had Brett criticized before criticizing Andrew?,Who had Brett criticized Andrew before criticizing?,-66.58886671066284,-68.35096836090088,1.762101650238037,True
bert-base-uncased,mlm,779,island_effects,adjunct_island,Who should Brian hire after thinking about many waitresses?,Who should Brian hire many waitresses after thinking about?,-70.14528131484985,-70.3844023346901,0.23912101984024048,True
bert-base-uncased,mlm,780,island_effects,adjunct_island,What has Rebecca walked through after selling most movie theaters?,What has Rebecca walked through most movie theaters after selling?,-72.54388523101807,-66.55123805999756,-5.992647171020508,False
bert-base-uncased,mlm,781,island_effects,adjunct_island,Who had Naomi criticized before boasting about some guy?,Who had Naomi criticized some guy before boasting about?,-79.69337962009013,-82.73480843380094,3.0414288137108088,True
bert-base-uncased,mlm,782,island_effects,adjunct_island,Who was Diane leaving before hugging Chad?,Who was Diane leaving Chad before hugging?,-53.86583721637726,-57.702168226242065,3.836331009864807,True
bert-base-uncased,mlm,783,island_effects,adjunct_island,Who can April help without confusing many patients?,Who can April help many patients without confusing?,-57.31635785102844,-62.60799026489258,5.291632413864136,True
bert-base-uncased,mlm,784,island_effects,adjunct_island,Who did most cups bother without stunning a lot of guests?,Who did most cups bother a lot of guests without stunning?,-64.73737412318587,-69.4188836812973,4.681509558111429,True
bert-base-uncased,mlm,785,island_effects,adjunct_island,Who has Brian boasted about without scaring Patrick?,Who has Brian boasted about Patrick without scaring?,-70.6040906906128,-72.68503832817078,2.0809476375579834,True
bert-base-uncased,mlm,786,island_effects,adjunct_island,What did Victoria heal without healing dogs?,What did Victoria heal dogs without healing?,-51.06408929824829,-53.79858374595642,2.73449444770813,True
bert-base-uncased,mlm,787,island_effects,adjunct_island,What had Julia driven to without talking about high schools?,What had Julia driven to high schools without talking about?,-55.22032991051674,-49.45463252067566,-5.76569738984108,False
bert-base-uncased,mlm,788,island_effects,adjunct_island,Who is Cynthia boasting about without discovering Irene?,Who is Cynthia boasting about Irene without discovering?,-70.8364300429821,-70.65441463142633,-0.18201541155576706,False
